row_id,_id,actual_price,average_rating,brand,category,crawled_at,discount,description,images,out_of_stock,pid,product_details,seller,selling_price,sub_category,title,url
20,91cfe4ca-af09-53b0-8d97-a046603103f9,"1,799",4.5,York,Clothing and Accessories,"02/10/2021, 20:12:01",70% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/u/n/m/xl-gl1700navi-yorker-original-imafdb8ffbfhhucu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/e/x/q/xxl-gl1700combo10-yorker-original-imafdb8cvhsdbpqq.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/h/z/x/s-gl1700combo6-yorker-original-imafdb8cjefhq3gv.jpeg?q=70']",FALSE,TKPFDACEXAWUHGR7,"[{'Style Code': 'GL1700NAVI'}, {'Pockets': 'Side Pockets'}, {'Fabric Care': 'Do not bleach, Cold water machine wash'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Dark Blue'}]",Shyam Enterprises,531,Bottomwear,Solid Men Dark Blue Track Pants,https://www.flipkart.com/yorker-solid-men-dark-blue-track-pants/p/itm5106fe4fef073?pid=TKPFDACEXAWUHGR7&lid=LSTTKPFDACEXAWUHGR7RAZKW6&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFDACEXAWUHGR7.SEARCH&ssid=utkd4t3gb40000001612415717799
21,155f8267-3b41-5a81-a894-623821f8db11,"1,499",3.8,York,Clothing and Accessories,"02/10/2021, 20:12:02",67% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/j/v/h/xl-1005slgrey-yorker-original-imafczg3xpqt8ugp.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jr58l8w0/track-pant/w/d/a/l-1005combo8-yorker-original-imafczg3pgtxgraq.jpeg?q=70']",FALSE,TKPFCZ9ETR6YVXNG,"[{'Style Code': '1005SLGREY'}, {'Closure': 'Elastic'}, {'Pockets': 'Side Pockets'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Color Block'}, {'Color': 'Grey'}]",Shyam Enterprises,489,Bottomwear,Color Block Men Grey Track Pants,https://www.flipkart.com/yorker-color-block-men-grey-track-pants/p/itmfczg3vcpsqscg?pid=TKPFCZ9ETR6YVXNG&lid=LSTTKPFCZ9ETR6YVXNGSJGGXR&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9ETR6YVXNG.SEARCH&ssid=utkd4t3gb40000001612415717799
22,df53e128-9e88-5272-8420-375b5193364d,"1,799",4.5,York,Clothing and Accessories,"02/10/2021, 20:12:02",70% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/z/g/f/m-gl1700drkgrey-yorker-original-imafd4vgpgy7f2fa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/9/g/h/xl-gl1700combo2-yorker-original-imafd4ve8frdwwjf.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/9/g/h/xxl-gl1700combo2-yorker-original-imafd4veqbzt6h5d.jpeg?q=70']",FALSE,TKPFD3K6K5TNYZGF,"[{'Style Code': 'GL1700DRKGREY'}, {'Pockets': 'Side Pockets'}, {'Fabric Care': 'Do not bleach, Cold water machine wash'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Color Block'}, {'Color': 'Grey'}]",Shyam Enterprises,531,Bottomwear,Color Block Men Grey Track Pants,https://www.flipkart.com/yorker-color-block-men-grey-track-pants/p/itmfd4vcvzqzjms5?pid=TKPFD3K6K5TNYZGF&lid=LSTTKPFD3K6K5TNYZGFUZEOF7&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFD3K6K5TNYZGF.SEARCH&ssid=utkd4t3gb40000001612415717799
23,4bd87d93-7851-5536-9804-9c6d502809dc,"4,599",3.8,York,Clothing and Accessories,"02/10/2021, 20:12:03",76% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/k/9/z/m-1005combo10-yorker-original-imafczg3bmqfhprz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/f/h/e/l-1005navi-yorker-original-imafczg3qwg7xhze.jpeg?q=70']",FALSE,TKPFCZ9EGGYENTZS,"[{'Style Code': '1005COMBO10'}, {'Closure': 'Drawstring, Elastic'}, {'Pockets': 'Side Pockets'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Color Block'}, {'Color': 'Multicolor'}]",Shyam Enterprises,"1,074",Bottomwear,Color Block Men Multicolor Track Pants,https://www.flipkart.com/yorker-color-block-men-multicolor-track-pants/p/itm8dec19b465737?pid=TKPFCZ9EGGYENTZS&lid=LSTTKPFCZ9EGGYENTZSSYFDOI&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9EGGYENTZS.SEARCH&ssid=utkd4t3gb40000001612415717799
24,3790f160-a583-5b62-a21f-2e370385deec,"1,799",4.5,York,Clothing and Accessories,"02/10/2021, 20:12:03",71% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/w/f/d/xl-gl1700airforce-yorker-original-imafd4vgrxgfs3fu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/n/t/u/xl-gl1700combo11-yorker-original-imafd4vjk4yfhhg3.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/n/t/u/xl-gl1700combo11-yorker-original-imafd4vkqrmkugkr.jpeg?q=70']",FALSE,TKPFD3K6ZMN79MPH,"[{'Style Code': 'GL1700AIRFORCE'}, {'Closure': 'Drawstring, Elastic'}, {'Pockets': 'Side Pockets'}, {'Fabric Care': 'Do not bleach, Cold water machine wash'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Color Block'}, {'Color': 'Blue'}]",Shyam Enterprises,521,Bottomwear,Color Block Men Blue Track Pants,https://www.flipkart.com/yorker-color-block-men-blue-track-pants/p/itm7d72ee99c1b0b?pid=TKPFD3K6ZMN79MPH&lid=LSTTKPFD3K6ZMN79MPHVPOTJG&marketplace=FLIPKART&srno=b_1_25&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFD3K6ZMN79MPH.SEARCH&ssid=utkd4t3gb40000001612415717799
25,7041cab8-f1c3-52a9-9c72-4d34e8da81c1,"1,799",4.5,York,Clothing and Accessories,"02/10/2021, 20:12:04",70% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/g/z/t/m-gl1700black-yorker-original-imafd4vhvzb2rt4c.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/g/z/t/s-gl1700black-yorker-original-imafd3mzx9f9shaz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/g/z/t/xxl-gl1700black-yorker-original-imafd3mzh7q4bhuw.jpeg?q=70']",FALSE,TKPFD3K6UZBYDZNY,"[{'Style Code': 'GL1700BLACK'}, {'Pockets': 'Side Pockets'}, {'Fabric Care': 'Do not bleach, Cold water machine wash'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Color Block'}, {'Color': 'Black'}]",Shyam Enterprises,531,Bottomwear,Color Block Men Black Track Pants,https://www.flipkart.com/yorker-color-block-men-black-track-pants/p/itmfd4vfzhfthvup?pid=TKPFD3K6UZBYDZNY&lid=LSTTKPFD3K6UZBYDZNYHEVY8G&marketplace=FLIPKART&srno=b_1_26&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFD3K6UZBYDZNY.SEARCH&ssid=utkd4t3gb40000001612415717799
26,3eddef1d-6629-5af6-9c82-135fdd735eb0,"1,799",4.5,York,Clothing and Accessories,"02/10/2021, 20:12:04",71% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/e/m/r/s-gl1700coffee-yorker-original-imafd4vftybpcery.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/y/s/m/xl-gl1700combo15-yorker-original-imafd3mzprzptdhu.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jraycnk0/track-pant/n/8/u/xxl-gl1700combo15-yorker-original-imafd3mzw4asfhr5.jpeg?q=70']",FALSE,TKPFD3K62JB9PEMR,"[{'Style Code': 'GL1700COFFEE'}, {'Pockets': 'Side Pockets'}, {'Fabric Care': 'Do not bleach, Cold water machine wash'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Brown'}]",Shyam Enterprises,511,Bottomwear,Solid Men Brown Track Pants,https://www.flipkart.com/yorker-solid-men-brown-track-pants/p/itm72d07b9156dc1?pid=TKPFD3K62JB9PEMR&lid=LSTTKPFD3K62JB9PEMRZJBU24&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFD3K62JB9PEMR.SEARCH&ssid=utkd4t3gb40000001612415717799
27,a4a976d7-483d-5fff-8e75-cdc481138215,"4,599",3.8,York,Clothing and Accessories,"02/10/2021, 20:12:05",76% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/5/a/h/xl-1005combo7-yorker-original-imafczg3cwhmmyut.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jrjizrk0/track-pant/n/v/a/xxl-1005mlgrey-yorker-original-imafczg3jhusmjx6.jpeg?q=70']",FALSE,TKPFCZ9EZDPZR5AH,"[{'Style Code': '1005COMBO11'}, {'Closure': 'Elastic'}, {'Pockets': 'Side Pockets'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Multicolor'}]",Shyam Enterprises,"1,067",Bottomwear,Solid Men Multicolor Track Pants,https://www.flipkart.com/yorker-solid-men-multicolor-track-pants/p/itm8125794cdfc43?pid=TKPFCZ9EZDPZR5AH&lid=LSTTKPFCZ9EZDPZR5AHDWWYXS&marketplace=FLIPKART&srno=b_1_28&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9EZDPZR5AH.SEARCH&ssid=utkd4t3gb40000001612415717799
28,54d813b8-a3e2-584a-a477-0bd381c638b6,"1,499",3.3,York,Clothing and Accessories,"02/10/2021, 20:12:05",67% off,,"['https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/y/x/xxl-1987-yorker-original-imafwburdyyezbsa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/y/x/xxl-1987-yorker-original-imafwburgcqyymd5.jpeg?q=70']",FALSE,TKPFWBGVGU9FCAYX,"[{'Style Code': '1987'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Dark Blue'}]",Shyam Enterprises,491,Bottomwear,Solid Men Dark Blue Track Pants,https://www.flipkart.com/yorker-solid-men-dark-blue-track-pants/p/itma25d86c862a73?pid=TKPFWBGVGU9FCAYX&lid=LSTTKPFWBGVGU9FCAYXJYCUUE&marketplace=FLIPKART&srno=b_1_29&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFWBGVGU9FCAYX.SEARCH&ssid=utkd4t3gb40000001612415717799
29,a1dfd440-c820-582c-956b-482997392b50,"1,499",3.3,York,Clothing and Accessories,"02/10/2021, 20:12:06",67% off,,"['https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/r/u/xl-198990-yorker-original-imafwburmvhhakjq.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kfzq8i80/track-pant/a/r/u/xl-198990-yorker-original-imafwburvzv7hjzn.jpeg?q=70']",FALSE,TKPFWBGPGVKVZARU,"[{'Style Code': '198990'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Striped'}, {'Color': 'Grey'}]",Shyam Enterprises,489,Bottomwear,Striped Men Grey Track Pants,https://www.flipkart.com/yorker-striped-men-grey-track-pants/p/itm7299a10aedc9a?pid=TKPFWBGPGVKVZARU&lid=LSTTKPFWBGPGVKVZARUAWDJHL&marketplace=FLIPKART&srno=b_1_30&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFWBGPGVKVZARU.SEARCH&ssid=utkd4t3gb40000001612415717799
30,5b5d6a26-0309-5223-8f1d-4a282503aafa,"1,499",3.8,York,Clothing and Accessories,"02/10/2021, 20:12:06",66% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/e/5/v/s-1005mouse-yorker-original-imafczg3dkgw5ysa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/e/5/v/xxl-1005mouse-yorker-original-imafczg3gryemc5s.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/e/5/v/s-1005mouse-yorker-original-imafczg3h2a24egb.jpeg?q=70']",FALSE,TKPFCZ9EVM2GZ4GF,"[{'Style Code': '1005MOUSE'}, {'Closure': 'Drawstring, Elastic'}, {'Pockets': 'Side Pockets'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Brown'}]",Shyam Enterprises,499,Bottomwear,Solid Men Brown Track Pants,https://www.flipkart.com/yorker-solid-men-brown-track-pants/p/itmb5fb7611a3abe?pid=TKPFCZ9EVM2GZ4GF&lid=LSTTKPFCZ9EVM2GZ4GFUNXYXZ&marketplace=FLIPKART&srno=b_1_31&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9EVM2GZ4GF.SEARCH&ssid=utkd4t3gb40000001612415717799
31,f3a1f99a-82a7-5209-b29f-6d5f3d6baf9a,"1,499",3.3,York,Clothing and Accessories,"02/10/2021, 20:12:07",66% off,,"['https://rukminim1.flixcart.com/image/128/128/kfyasnk0/track-pant/g/5/y/s-19876-yorker-original-imafwamyzrwjynkf.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kfyasnk0/track-pant/g/5/y/s-19876-yorker-original-imafwamynyeuu5zq.jpeg?q=70']",FALSE,TKPFWAG7YFWPMG5Y,"[{'Style Code': '19876'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Blue'}]",Shyam Enterprises,499,Bottomwear,Solid Men Blue Track Pants,https://www.flipkart.com/yorker-solid-men-blue-track-pants/p/itm5ec2c845b9c94?pid=TKPFWAG7YFWPMG5Y&lid=LSTTKPFWAG7YFWPMG5YDZNFLJ&marketplace=FLIPKART&srno=b_1_32&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFWAG7YFWPMG5Y.SEARCH&ssid=utkd4t3gb40000001612415717799
32,f81bebd0-6380-5a45-8c36-8ee4b28d6ef3,"2,999",3.9,York,Clothing and Accessories,"02/10/2021, 20:12:07",68% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/jr3t5e80/track-pant/b/n/v/l-1005combo6-yorker-original-imafczgcgh8ngwje.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jr58l8w0/track-pant/f/s/v/m-1005combo9-yorker-original-imafczez7buydy6r.jpeg?q=70']",FALSE,TKPFCZ9E2UC3DR3F,"[{'Style Code': '1005COMBO6'}, {'Closure': 'Elastic'}, {'Pockets': 'Side Pockets'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Blue, Beige'}]",Shyam Enterprises,931,Bottomwear,"Solid Men Blue, Beige Track Pants",https://www.flipkart.com/yorker-solid-men-blue-beige-track-pants/p/itmfczgchvgguwhf?pid=TKPFCZ9E2UC3DR3F&lid=LSTTKPFCZ9E2UC3DR3FUAJZFK&marketplace=FLIPKART&srno=b_1_33&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9E2UC3DR3F.SEARCH&ssid=utkd4t3gb40000001612415717799
33,ca8442a4-f874-5b0b-a8a8-c49df5c8b50f,"1,499",3.5,York,Clothing and Accessories,"02/10/2021, 20:12:08",64% off,"Yorker trackpants made from 100% rich combed cotton giving it a rich look.Designed for Comfort,Skin friendly fabric,itch-free waistband & great for all year round use Proudly made in India","['https://rukminim1.flixcart.com/image/128/128/kihqz680-0/track-pant/9/x/d/l-ep-tp1005-epoxy-original-imafczgcat2nrvbz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kihqz680-0/track-pant/l/d/i/l-ep-tp1005-epoxy-original-imafczg3yyz6zgab.jpeg?q=70']",FALSE,TKPFCZ9ECDYYDNKA,"[{'Style Code': '1005MEHANDI'}, {'Closure': 'Elastic'}, {'Pockets': 'Side Pockets'}, {'Fabric': 'Cotton Blend'}, {'Pattern': 'Solid'}, {'Color': 'Dark Green'}]",Shyam Enterprises,537,Bottomwear,Solid Men Dark Green Track Pants,https://www.flipkart.com/yorker-solid-men-dark-green-track-pants/p/itm2af0b728e097b?pid=TKPFCZ9ECDYYDNKA&lid=LSTTKPFCZ9ECDYYDNKADYAGSE&marketplace=FLIPKART&srno=b_1_34&otracker=browse&fm=organic&iid=177a46eb-d053-4732-b3de-fcad6ff59cbd.TKPFCZ9ECDYYDNKA.SEARCH&ssid=utkd4t3gb40000001612415717799
34,ec6ff32a-955a-5e9e-898b-fb0b6b9c6927,399,4.2,ANGI,Clothing and Accessories,"02/10/2021, 20:12:08",29% off,"These men's socks from Acort house give comfort to your feet while on the move. The heavy cushion embedded in these socks keeps your feet comfortable and relaxed all day. All our cotton socks are knitted using the most advanced and cutting edge machines, ensuring that every sock is well crafted and comfortable. These socks are made of 80% combed cotton, which ensures that the socks are soft and breathable so that your feet remain comfortable and fresh all day long. They are 40% thicker and heavier than regular socks and are able to absorb sweat better, making them ideal for sports, athletic and casual activities. The inbuilt mesh ventilation layer improves air flow and breathability for enhanced comfort. The socks are available in a pack of 4 and come in Beige, Grey, Blue and black colours.","['https://rukminim1.flixcart.com/image/128/128/keokpe80-0/sock/c/c/m/free-socks-4ab-angira-original-imafvaxkq5cfbssr.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/keokpe80-0/sock/e/x/n/free-socks-4ab-angira-original-imafvaxkqxbcynhz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/keokpe80-0/sock/v/o/n/free-socks-4ab-angira-original-imafvaxkzwnqkgta.jpeg?q=70']",FALSE,SOCFVCCYUDEN2AVH,"[{'Color': 'Multicolor'}, {'Pattern': 'Self Design'}, {'Ideal For': 'Men'}, {'Fabric': 'Cotton'}, {'Type': 'Ankle Length Socks'}, {'Series': 'Sport terry cotton socks'}, {'Number of Contents in Sales Package': 'Pack of 4'}, {'Style Code': 'Socks 4-AB'}, {' ': '4 Pair cotton sports socks'}, {'Generic Name': 'Socks'}, {'Country of Origin': 'India'}]",SH ENTERPRISE,280,Clothing Accessories,Men Self Design Ankle Length  (Pack of 4),https://www.flipkart.com/angira-men-self-design-ankle-length/p/itm895dfea460864?pid=SOCFVCCYUDEN2AVH&lid=LSTSOCFVCCYUDEN2AVHHF0OLU&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=organic&iid=7a7b2905-8b65-4885-8f8a-982ea715c421.SOCFVCCYUDEN2AVH.SEARCH&ssid=25mefaocw00000001612095730040
35,087455fa-3de2-562a-8895-db3d220970bf,"2,469",4.3,,Clothing and Accessories,"02/10/2021, 20:12:09",79% off,"Provides you nu-Lite men Necktie, Pocket Square, Cufflink. The tie is often the centerpiece of the dress, it's important to choose your tie wisely. These fashion accessory kits are a way to step up your wardrobe and make the perfect gift (even if it's for yourself). Either it is or a formal occasion, our classy accessory set will never fail to add that touch of class to your personality. You can wear this for long hours without any discomfort. The tie has sophisticated design and colour. Comes with elegant primary packing, great choice for gifting purpose. Each set comes with:","['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/j/j/v/men-s-silk-necktie-set-with-pocket-square-lapel-pin-and-original-imafvp26zmzkqucy.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/j/j/v/men-s-silk-necktie-set-with-pocket-square-lapel-pin-and-original-imafvp26dapeyzhq.jpeg?q=70']",FALSE,CTPFVZTEMJWEJJJV,"[{'Model Name': ""Men's Silk Necktie Set with Pocket Square, Lapel Pin and Cufflinks""}, {'Style Code': 'nu-Lite_redorange_tie'}, {'Other Features': ""MATERIAL: Made of micro polyester with finest texture and elegant pattern which provide soft feel and glossy look and neck tie having length 60 inches and width 3 inches. QUALITY: This Rich styles in elegant design men's tie is high on quality and light in weight too. AMAZING GIFT IDEA: Comes inside a wooden box, These Axlon stylish ties for men can make the perfect gift for every man and for every occasion, so get this stunning necktie for your husband for your anniversary, your dad for Father’s Day, your brother for his birthday, your son for Christmas, or your boyfriend for Valentine’s Day and on many more occasion like Daily Dress, Birthday, Wedding, Engagement, Party, Business, Office, Meeting etc. CARE: Dry clean only. Never place ties in washer or dryer as this will ruin the fabric and damage the sewing of the tie. High density fabric,No fade,wrinkle resistance and easy to take care of.""}, {'Sales Package': '1 Tie with pocket square,Tie pin and cufflinks'}]",NextEdgeRetails,499,Clothing Accessories,nu-Lite Satin Tie & Cufflink  (Red),https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itmcaed1978977d4?pid=CTPFVZTEMJWEJJJV&lid=LSTCTPFVZTEMJWEJJJVKAOFY4&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVZTEMJWEJJJV.SEARCH&ssid=ehshou28g00000001612116336097
36,a14bb46e-e540-57ca-97bb-886fef225145,"2,469",2.7,,Clothing and Accessories,"02/10/2021, 20:12:10",79% off,,"['https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/y/f/q/men-s-plain-micro-polyester-necktie-set-with-pocket-square-lapel-original-imafvqvdpexevezw.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/y/f/q/men-s-plain-micro-polyester-necktie-set-with-pocket-square-lapel-original-imafvqvdsfdrzynn.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf8kvbk0/cufflink-tie-pin/y/f/q/men-s-plain-micro-polyester-necktie-set-with-pocket-square-lapel-original-imafvqvdkthbc6w7.jpeg?q=70']",FALSE,CTPFVQP2PEHKGYFQ,"[{'Model Name': ""Men's Plain Micro Polyester Necktie Set with Pocket Square, Lapel Pin and Cufflinks""}, {'Style Code': 'TieP6nuLiteRed'}, {'Sales Package': '1 Tie with other accessories.'}]",NextEdgeRetails,499,Clothing Accessories,nu-Lite Satin Tie & Cufflink  (Red),https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm8614b1c0ef914?pid=CTPFVQP2PEHKGYFQ&lid=LSTCTPFVQP2PEHKGYFQNX4SVM&marketplace=FLIPKART&srno=b_1_2&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVQP2PEHKGYFQ.SEARCH&ssid=ehshou28g00000001612116336097
37,551c1834-3630-5083-b00d-33728def5ec8,"1,299",4.7,,Clothing and Accessories,"02/10/2021, 20:12:10",73% off,,"['https://rukminim1.flixcart.com/image/128/128/kf75fgw0/cufflink-tie-pin/p/x/e/men-s-micro-polyester-necktie-set-with-pocket-square-and-lapel-original-imafvpttrfajythg.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/kf5pzm80/cufflink-tie-pin/h/4/a/men-s-micro-polyester-necktie-set-with-pocket-square-and-lapel-original-imafvzusdkg5wdrq.jpeg?q=70']",FALSE,CTPFVPM3NDPBPPXE,"[{'Model Name': ""Men's Micro Polyester Necktie Set with Pocket Square and Lapel Pin""}, {'Style Code': 'NL-Micro-36'}, {'Sales Package': '1 Tie with other accessories.'}]",NextEdgeRetails,349,Clothing Accessories,nu-Lite Satin Tie & Cufflink  (Purple),https://www.flipkart.com/nu-lite-satin-tie-cufflink/p/itm2396bf1f7730f?pid=CTPFVPM3NDPBPPXE&lid=LSTCTPFVPM3NDPBPPXEC1NRQY&marketplace=FLIPKART&srno=b_1_3&otracker=browse&fm=organic&iid=209b8c72-a320-461f-813b-921b3ed95f20.CTPFVPM3NDPBPPXE.SEARCH&ssid=ehshou28g00000001612116336097
