row_id,_id,actual_price,avg_rating,brand,category,crawled_at,discount,description,images,out_of_stock,product_id,seller,selling_price,sub_category,product_name,url
26658,33bbcc15-4d54-5db0-a415-e20d958fc0ed,\N,4.3,TOM BU,Clothing and Accessories,2/11/2021 0:59,\N,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/x/e/f/l-cba04-tom-burg-original-imafhc3cwztbpa4d.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/x/e/f/l-cba04-tom-burg-original-imafhak3ew3cps3x.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/x/e/f/l-cba04-tom-burg-original-imafhgqzkhjyxyzv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/x/e/f/l-cba04-tom-burg-original-imafhak2gzpqzgc5.jpeg?q=70'",FALSE,BRFFDY7H5BYHJXEF,TOMBURG,199,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itma6d5999909db1?pid=BRFFDY7H5BYHJXEF&lid=LSTBRFFDY7H5BYHJXEFNTXNQE&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7H5BYHJXEF.SEARCH&ssid=1enfzc6esw0000001612412755377
26675,31ad452d-9293-538e-a8eb-61abee0cf0bd,\N,4.3,TOM BU,Clothing and Accessories,2/11/2021 0:59,\N,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/3/q/z/xl-cbn02-tom-burg-original-imafhaju8kvzevbf.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/3/q/z/xl-cbn02-tom-burg-original-imafhajvpkcrg6ag.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/3/q/z/xl-cbn02-tom-burg-original-imafhgqgbzquygfw.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/3/q/z/l-cbn02-tom-burg-original-imafhgqzhayn7hfr.jpeg?q=70'",FALSE,BRFFDY7H7HFQQGNH,TOMBURG,199,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm6d4fdd1f1c621?pid=BRFFDY7H7HFQQGNH&lid=LSTBRFFDY7H7HFQQGNHKMRSGK&marketplace=FLIPKART&srno=b_1_38&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7H7HFQQGNH.SEARCH&ssid=1enfzc6esw0000001612412755377
26650,98e316b4-46a1-5d5a-b82e-38329bca7dc0,\N,4.3,TOM BU,Clothing and Accessories,2/11/2021 0:59,\N,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/e/u/s-cbb01-tom-burg-original-imafh9ffxv9gkwzm.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/e/u/s-cbb01-tom-burg-original-imafh9f2dszfzj6v.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/e/u/s-cbb01-tom-burg-original-imafhgqsygbdbgdt.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/e/u/s-cbb01-tom-burg-original-imafhc3fadh5aybd.jpeg?q=70'",TRUE,BRFFDY7H9H76F7EU,Unknown Seller,199,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itmb75d88e3eb278?pid=BRFFDY7H9H76F7EU&lid=LSTBRFFDY7H9H76F7EUINRCMO&marketplace=FLIPKART&srno=b_1_13&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7H9H76F7EU.SEARCH&ssid=1enfzc6esw0000001612412755377
26929,686d1d56-952c-5884-b0a4-4d2a8dd45ab1,299,3.7,TOM BU,Clothing and Accessories,2/11/2021 1:02,23% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/8/j/m/l-pcbt03-tom-burg-original-imafhc4fpazmp839.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/8/j/m/l-pcbt03-tom-burg-original-imafhaq8ygxcykna.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/8/j/m/l-pcbt03-tom-burg-original-imafhgruv4xhqga9.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/8/j/m/l-pcbt03-tom-burg-original-imafhaq8wyzqyzpy.jpeg?q=70'",FALSE,BRFFDY7HAHFYGEX9,TOMBURG,229,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm3f8ca9cbfa73b?pid=BRFFDY7HAHFYGEX9&lid=LSTBRFFDY7HAHFYGEX95WJHDA&marketplace=FLIPKART&srno=b_8_292&otracker=browse&fm=organic&iid=f6b10819-d1f4-4bc5-93ea-624e35f5e092.BRFFDY7HAHFYGEX9.SEARCH&ssid=cq8deb5jr40000001612412761038
26840,51430fe8-8558-5a06-9b6c-15fc60e0859b,399,4.1,TOM BU,Clothing and Accessories,2/11/2021 1:01,43% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/7/g/s-pbpb05-tom-burg-original-imafhc3rwh7zzh53.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/7/g/s-pbpb05-tom-burg-original-imafhamfgamsthdx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/7/g/s-pbpb05-tom-burg-original-imafhgrgbght4n7e.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/7/g/l-pbpb05-tom-burg-original-imafhamfvkvmzbv9.jpeg?q=70'",FALSE,BRFFDY7HBGH9FG7G,TOMBURG,226,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm2c84f385ebf89?pid=BRFFDY7HBGH9FG7G&lid=LSTBRFFDY7HBGH9FG7GITX3GK&marketplace=FLIPKART&srno=b_6_203&otracker=browse&fm=organic&iid=85ee73ee-3186-4347-abd1-969d3536b297.BRFFDY7HBGH9FG7G.SEARCH&ssid=qwbbpy8k3k0000001612412759468
26663,7cdd695c-b47c-5b52-a87f-ab3dad5410ef,399,4.1,TOM BU,Clothing and Accessories,2/11/2021 0:59,44% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/6/r/q/xl-pbtl04-tom-burg-original-imafhc3v65gbgezm.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/6/r/q/xl-pbtl04-tom-burg-original-imafham4h6grnt8v.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/6/r/q/xl-pbtl04-tom-burg-original-imafhgrkfgezhdvh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/6/r/q/xl-pbtl04-tom-burg-original-imafham4xhyqfgtv.jpeg?q=70'",FALSE,BRFFDY7HCFZ5HBYB,TOMBURG,220,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm5c479e0cdafe7?pid=BRFFDY7HCFZ5HBYB&lid=LSTBRFFDY7HCFZ5HBYB8XLZUV&marketplace=FLIPKART&srno=b_1_26&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7HCFZ5HBYB.SEARCH&ssid=1enfzc6esw0000001612412755377
26657,44dea196-7902-5960-a52c-22133b21a361,\N,4.3,TOM BU,Clothing and Accessories,2/11/2021 0:59,\N,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/n/v/m-cbg05-tom-burg-original-imafhc3hg2mudjv6.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/n/v/m-cbg05-tom-burg-original-imafhah7fzfgcuze.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/n/v/m-cbg05-tom-burg-original-imafhgqp4um8zgxw.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/n/v/m-cbg05-tom-burg-original-imafhah7bsfjbsuh.jpeg?q=70'",FALSE,BRFFDY7HFQCSEV4G,TOMBURG,199,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm8bd8f11ebe177?pid=BRFFDY7HFQCSEV4G&lid=LSTBRFFDY7HFQCSEV4GCUNYLE&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7HFQCSEV4G.SEARCH&ssid=1enfzc6esw0000001612412755377
26868,f7d1c0a8-e21b-5e24-90bc-df08a720f395,299,3.7,TOM BU,Clothing and Accessories,2/11/2021 1:01,33% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/s/g/r/xl-pcbb01-tom-burg-original-imafhc3ye9gczazh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/s/g/r/l-pcbb01-tom-burg-original-imafhangjgyjyutw.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/s/g/r/xl-pcbb01-tom-burg-original-imafhgrzzmdf3nfq.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/s/g/r/xl-pcbb01-tom-burg-original-imafhahep4rccb5s.jpeg?q=70'",FALSE,BRFFDY7HFYCYCQJR,TOMBURG,198,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itma7d4cde56846c?pid=BRFFDY7HFYCYCQJR&lid=LSTBRFFDY7HFYCYCQJRYGDINE&marketplace=FLIPKART&srno=b_6_231&otracker=browse&fm=organic&iid=85ee73ee-3186-4347-abd1-969d3536b297.BRFFDY7HFYCYCQJR.SEARCH&ssid=qwbbpy8k3k0000001612412759468
26685,f2b57ede-1de7-5ffc-a34d-0e359491dfa3,299,3.7,TOM BU,Clothing and Accessories,2/11/2021 0:59,40% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/a/t/z/l-pcbtl04-tom-burg-original-imafhc4fya7vgmae.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/a/t/z/l-pcbtl04-tom-burg-original-imafhaqekpjm6uch.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/a/t/z/l-pcbtl04-tom-burg-original-imafhgsysdpjdfqa.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/a/t/z/l-pcbtl04-tom-burg-original-imafhaqezhvpgrhr.jpeg?q=70'",FALSE,BRFFDY7HGYZXSHY9,TOMBURG,178,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm4f63ccb044bae?pid=BRFFDY7HGYZXSHY9&lid=LSTBRFFDY7HGYZXSHY9ABSZLD&marketplace=FLIPKART&srno=b_2_48&otracker=browse&fm=organic&iid=2a538c4e-e600-42f1-b2a2-af5dc55658fa.BRFFDY7HGYZXSHY9.SEARCH&ssid=tfwqdcj7w00000001612412756390
26645,6ae7ef09-ab6b-55ec-b46c-8e587abe8f41,399,4.1,TOM BU,Clothing and Accessories,2/11/2021 0:59,41% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/f/g/4/l-pbrb02-tom-burg-original-imafhc3rszyr6ef6.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/f/g/4/l-pbrb02-tom-burg-original-imafhahnygpscbaw.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/f/g/4/l-pbrb02-tom-burg-original-imafhgr6vff5gvep.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/f/g/4/l-pbrb02-tom-burg-original-imafhahm6jgty6ar.jpeg?q=70'",FALSE,BRFFDY7HQ9WDFVT2,TOMBURG,234,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm7e01d9502d5ec?pid=BRFFDY7HQ9WDFVT2&lid=LSTBRFFDY7HQ9WDFVT2VCSMPL&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7HQ9WDFVT2.SEARCH&ssid=1enfzc6esw0000001612412755377
26674,92bda4f7-168b-56d0-b495-98569f1e53a5,399,4.1,TOM BU,Clothing and Accessories,2/11/2021 0:59,43% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/u/r/m-pbt03-tom-burg-original-imafhc3uzuvycj6r.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/u/r/m-pbt03-tom-burg-original-imafhahzh3ymwbdh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/u/r/m-pbt03-tom-burg-original-imafhgr9gfw6uyyt.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/u/r/m-pbt03-tom-burg-original-imafhahyctw36yvm.jpeg?q=70'",FALSE,BRFFDY7HVM6QBTSR,TOMBURG,227,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itmc2644343311cf?pid=BRFFDY7HVM6QBTSR&lid=LSTBRFFDY7HVM6QBTSRQ47G4L&marketplace=FLIPKART&srno=b_1_37&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7HVM6QBTSR.SEARCH&ssid=1enfzc6esw0000001612412755377
26646,8885e5d3-9300-5c62-bf70-760f0dfdd824,\N,4.3,TOM BU,Clothing and Accessories,2/11/2021 0:59,\N,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/p/w/l-cbbs03-tom-burg-original-imafhc39wpvdyzua.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/p/w/l-cbbs03-tom-burg-original-imafhajgyhrju9qs.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/p/w/l-cbbs03-tom-burg-original-imafhgqkeyegwr3c.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/z/p/w/l-cbbs03-tom-burg-original-imafhajgw8qsatse.jpeg?q=70'",FALSE,BRFFDY7HW9QBXGUW,TOMBURG,199,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm4ed7b62ade8f4?pid=BRFFDY7HW9QBXGUW&lid=LSTBRFFDY7HW9QBXGUWPTXSOS&marketplace=FLIPKART&srno=b_1_9&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7HW9QBXGUW.SEARCH&ssid=1enfzc6esw0000001612412755377
26854,43d94b61-a562-5b67-98b4-d1465e9c7539,299,3.7,TOM BU,Clothing and Accessories,2/11/2021 1:01,40% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/d/g/h/m-pcbg05-tom-burg-original-imafhc4a7ykcakxh.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/d/g/h/m-pcbg05-tom-burg-original-imafhaqhbyrgaef4.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/d/g/h/m-pcbg05-tom-burg-original-imafhgs2jxmw7zsq.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/d/g/h/m-pcbg05-tom-burg-original-imafhaqhakzkcwm9.jpeg?q=70'",FALSE,BRFFDY7HXGSJNJYD,TOMBURG,179,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itm82e1f947d9cfb?pid=BRFFDY7HXGSJNJYD&lid=LSTBRFFDY7HXGSJNJYDN7D3PZ&marketplace=FLIPKART&srno=b_6_217&otracker=browse&fm=organic&iid=85ee73ee-3186-4347-abd1-969d3536b297.BRFFDY7HXGSJNJYD.SEARCH&ssid=qwbbpy8k3k0000001612412759468
26659,8e9eef69-2604-55db-8ce2-0f9b589eccc3,399,4.1,TOM BU,Clothing and Accessories,2/11/2021 0:59,43% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/u/r/xl-pbb01-tom-burg-original-imafhc3pc7hhb7at.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/u/r/xl-pbb01-tom-burg-original-imafhahgvqxrhzsp.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/u/r/xl-pbb01-tom-burg-original-imafhgr5cfrhywfv.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/7/u/r/xl-pbb01-tom-burg-original-imafhahgyzhrv5d7.jpeg?q=70'",FALSE,BRFFDY7HYUMCJCKD,TOMBURG,225,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itmeee195352e46e?pid=BRFFDY7HYUMCJCKD&lid=LSTBRFFDY7HYUMCJCKDYAOTAH&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=898c1371-c503-44c0-81d5-0948918357ea.BRFFDY7HYUMCJCKD.SEARCH&ssid=1enfzc6esw0000001612412755377
26696,73acd055-5d0d-5632-9ae2-a539d0849476,299,3.7,TOM BU,Clothing and Accessories,2/11/2021 0:59,31% off,Super fine and lightweight fabrics for ultimate all day comfort. Special fabric which keeps the fabric wet free all day long and keeps bacterial growth away.,"'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/x/z/s-pcbrb02-tom-burg-original-imafhc4y2fncuuhz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/x/z/s-pcbrb02-tom-burg-original-imafhanmj9mc6jf4.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/x/z/s-pcbrb02-tom-burg-original-imafhgqwadayyawx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jwwffrk0/brief/g/x/z/s-pcbrb02-tom-burg-original-imafhanhc8mrgbfh.jpeg?q=70'",FALSE,BRFFDY7HZHTNHGH9,TOMBURG,206,Innerwear and Swimwear,Men Brief,https://www.flipkart.com/tom-burg-men-brief/p/itme1e7eaf7f7840?pid=BRFFDY7HZHTNHGH9&lid=LSTBRFFDY7HZHTNHGH9M2QIPZ&marketplace=FLIPKART&srno=b_2_59&otracker=browse&fm=organic&iid=2a538c4e-e600-42f1-b2a2-af5dc55658fa.BRFFDY7HZHTNHGH9.SEARCH&ssid=tfwqdcj7w00000001612412756390
27820,175b4097-f59a-5800-9381-f0377c363fd7,538,4,Pu,Clothing and Accessories,2/11/2021 1:10,1% off,"This pack of 2 briefs is made from 100% Cotton to provide genuine Puma Comfort, Fit and Quality.","'https://rukminim1.flixcart.com/image/128/128/js23pu80/brief/f/c/x/s-puma-ie-2pk-puma-original-imafdzxu6mramnks.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/js23pu80/brief/f/c/x/m-puma-ie-2pk-puma-original-imafcwucaahcbudz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/js23pu80/brief/f/c/x/xl-puma-ie-2pk-puma-original-imafcwudnafrkhrb.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/js23pu80/brief/f/c/x/s-puma-ie-2pk-puma-original-imafdzxvrxhggzah.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/js23pu80/brief/f/c/x/l-puma-ie-2pk-puma-original-imafcwudxjazgu3y.jpeg?q=70'",TRUE,BRFFDZYF9BHWNGYY,Unknown Seller,529,Innerwear and Swimwear,Men BriefÂ Â (Pack of 2),https://www.flipkart.com/puma-men-brief/p/itmee485e810ba1b?pid=BRFFDZYF9BHWNGYY&lid=LSTBRFFDZYF9BHWNGYYO7NPD7&marketplace=FLIPKART&srno=b_21_811&otracker=browse&fm=organic&iid=22a92106-c153-4a11-9e09-b7d6153a3475.BRFFDZYF9BHWNGYY.SEARCH&ssid=ogai2d18e80000001612411828488
8465,1777dccc-903c-5bd2-aa1c-3fed515c8236,648,4.3,V,Clothing and Accessories,2/10/2021 21:44,18% off,All day comfort and support from work to play is now possible with this innerwear pack from VIP. Soft smooth and keeps its shape wash after wash this edit is sure to impress. Made with cotton for a great fit every time simply try it and feel the difference .Made from 100% cotton for better comfort .Specially designed to give the excellence fit and superior sweat absorbing fabric adds on to the comfort.,"'https://rukminim1.flixcart.com/image/128/128/ju4em4w0/brief/u/g/v/s-10-frenchie-original-imafew2uagxgxvaz.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/ju4em4w0/brief/u/g/v/s-10-frenchie-original-imafew2uhzhsbqpz.jpeg?q=70'",FALSE,BRFFEW52HAHGGHJ6,ISHWAR GLOBAL,530,Innerwear and Swimwear,Men BriefÂ Â (Pack of 6),https://www.flipkart.com/vip-men-brief/p/itm29438ff48757c?pid=BRFFEW52HAHGGHJ6&lid=LSTBRFFEW52HAHGGHJ6SXKEEG&marketplace=FLIPKART&srno=b_1_10&otracker=browse&fm=organic&iid=0cf8c4f7-4064-4ff0-a347-373f4469455b.BRFFEW52HAHGGHJ6.SEARCH&ssid=x815ay06ls0000001612414657876
8719,aa687049-40ff-5487-9d5d-7ec0ff503570,\N,4.7,V,Clothing and Accessories,2/10/2021 21:47,\N,Stylish brief made from fine 100% shrink cotton fabric that fits perfectly and better comfort.Features a fabric covered elastic that leaves no mark on your body.,"'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/x/m/q/s-gold-men-s-brief-pack-of-5-size-80cm-vip-original-imafew2b7gqz4vhx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/x/m/q/s-gold-men-s-brief-pack-of-5-size-80cm-vip-original-imafew2bjzpdc9ft.jpeg?q=70'",FALSE,BRFFEW5VUQAPQ28S,DEEPMALATRADINGCOMPANY,590,Innerwear and Swimwear,Men BriefÂ Â (Pack of 5),https://www.flipkart.com/vip-men-brief/p/itm599b5eaa4e00f?pid=BRFFEW5VUQAPQ28S&lid=LSTBRFFEW5VUQAPQ28SDYAKIM&marketplace=FLIPKART&srno=b_7_265&otracker=browse&fm=organic&iid=e67b8777-3549-4622-9ce6-3832b2816974.BRFFEW5VUQAPQ28S.SEARCH&ssid=hugsayoybk0000001612414663555
8771,8cf06fe1-603d-508f-b5bf-44ccd5bff2d9,\N,3.8,V,Clothing and Accessories,2/10/2021 21:48,\N,Stylish brief made from fine 100% shrink cotton fabric that fits perfectly and better comfort.Features a fabric covered elastic that leaves no mark on your body.,"'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/x/m/q/s-gold-men-s-brief-pack-of-5-size-80cm-vip-original-imafew2b7gqz4vhx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/x/m/q/s-gold-men-s-brief-pack-of-5-size-80cm-vip-original-imafew2bjzpdc9ft.jpeg?q=70'",FALSE,BRFFEW63KAHZPT8R,DEEPMALATRADINGCOMPANY,520,Innerwear and Swimwear,Men BriefÂ Â (Pack of 5),https://www.flipkart.com/vip-men-brief/p/itmd63f90fb06603?pid=BRFFEW63KAHZPT8R&lid=LSTBRFFEW63KAHZPT8RPD9WXC&marketplace=FLIPKART&srno=b_8_317&otracker=browse&fm=organic&iid=6dccce4d-4d0e-4970-8683-5ecfa5ac1979.BRFFEW63KAHZPT8R.SEARCH&ssid=06x49k6l0g0000001612414664708
9040,f89561f5-b53a-5592-981d-3c5b8d2dcebb,\N,2,V,Clothing and Accessories,2/10/2021 21:51,\N,Stylish brief made from fine 100% shrink cotton fabric that fits perfectly and better comfort.Features a fabric covered elastic that leaves no mark on your body.,"'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/w/c/x/4xl-gold-men-s-brief-pack-of-4-size-110cm-vip-original-imafew2hgj7bbt8b.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/w/c/x/4xl-gold-men-s-brief-pack-of-4-size-110cm-vip-original-imafew2h2m69grzr.jpeg?q=70'",FALSE,BRFFEW68RSEGUDT3,DEEPMALATRADINGCOMPANY,472,Innerwear and Swimwear,Men BriefÂ Â (Pack of 4),https://www.flipkart.com/vip-men-brief/p/itm04e7cd426dc65?pid=BRFFEW68RSEGUDT3&lid=LSTBRFFEW68RSEGUDT3PYE2VF&marketplace=FLIPKART&srno=b_15_586&otracker=browse&fm=organic&iid=4cd5a59f-2338-4046-994c-f573d756fba7.BRFFEW68RSEGUDT3.SEARCH&ssid=6g66b2mc4g0000001612414672292
9043,df69b44c-a6b5-5409-b0d3-e74376a7c037,\N,3.8,V,Clothing and Accessories,2/10/2021 21:51,\N,Stylish brief made from fine 100% shrink cotton fabric that fits perfectly and better comfort.Features a fabric covered elastic that leaves no mark on your body.,"'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/x/m/q/s-gold-men-s-brief-pack-of-5-size-80cm-vip-original-imafew2b7gqz4vhx.jpeg?q=70', 'https://rukminim1.flixcart.com/image/128/128/jtyouq80/brief/x/m/q/s-gold-men-s-brief-pack-of-5-size-80cm-vip-original-imafew2bjzpdc9ft.jpeg?q=70'",FALSE,BRFFEW6HPWT6G9GH,DEEPMALATRADINGCOMPANY,520,Innerwear and Swimwear,Men BriefÂ Â (Pack of 5),https://www.flipkart.com/vip-men-brief/p/itmb76a6c4409d0f?pid=BRFFEW6HPWT6G9GH&lid=LSTBRFFEW6HPWT6G9GHPYQPTT&marketplace=FLIPKART&srno=b_15_589&otracker=browse&fm=organic&iid=4cd5a59f-2338-4046-994c-f573d756fba7.BRFFEW6HPWT6G9GH.SEARCH&ssid=6g66b2mc4g0000001612414672292
